,year,candidate,state_abbr,votes,votes_state,max_state,%_votes_state,winner
462,2014,Shelby,AL,,0,0,,1
463,2014,Shelley Capito,WV,280123,450931,280123,62.1%,1
464,2014,Shenna Bellows,ME,189653,601864,412211,31.5%,0
465,2014,St. Clair,AL,,0,0,,1
466,2014,Steve Carlson,MN,47604,1980016,1052794,2.4%,0
467,2014,Steve Daines,MT,210863,364176,210863,57.9%,1
468,2014,Steve Shogan,CO,28604,1991607,965974,1.4%,0
469,2014,Sumter,AL,,0,0,,1
470,2014,Susan Collins,ME,412211,601864,412211,68.5%,1
471,2014,Talladega,AL,,0,0,,1
472,2014,Tallapoosa,AL,,0,0,,1
473,2014,Ted Gianoutsos,AK,4725,244998,119579,1.9%,0
474,2014,Terri Lynn Land,MI,1283850,3103330,1693781,41.4%,0
475,2014,Thad Cochran,MS,370208,612842,370208,60.4%,1
476,2014,Thom Tillis,NC,1413269,2886210,1413269,49.0%,1
477,2014,Thomas Clements,LA,14158,1470692,618840,1.0%,0
478,2014,Thomas Ravenel,SC,47205,1221823,665605,3.9%,0
479,2014,Todd Watson,NE,6114,524369,339868,1.2%,0
480,2014,Tom Cotton,AR,476309,842798,476309,56.5%,1
481,2014,Tom Emerson,TN,11146,1372928,849748,0.8%,0
482,2014,Tom Udall,NM,280074,505780,280074,55.4%,1
483,2014,Travis Childers,MS,228974,612842,370208,37.4%,0
484,2014,Tuscaloosa,AL,,0,0,,1
485,2014,Vallian Senegal,LA,3831,1470692,618840,0.3%,0
486,2014,Victor Kocher,SC,33481,1221823,665605,2.7%,0
487,2014,Walker,AL,,0,0,,1
488,2014,Washington,AL,,0,0,,1
489,2014,Wayne Ables,LA,11318,1470692,618840,0.8%,0
490,2014,Wilcox,AL,,0,0,,1
491,2014,William Cassidy,LA,602439,1470692,618840,41.0%,0
492,2014,William Waymire,LA,4669,1470692,618840,0.3%,0
493,2014,Winston,AL,,0,0,,1
494,2014,(blank),AL,,0,0,,1
495,2016,Aaron Day,NH,17702,738483,354268,2.4%,0
496,2016,Abhay Patel,LA,1574,1932481,482380,0.1%,0
497,2016,Alex Merced,NY,43856,6799540,4788374,0.6%,0
498,2016,Allen Buckley,GA,159914,3835657,2110737,4.2%,0
499,2016,Ann Kirkpatrick,AZ,839542,2041017,1089324,41.1%,0
500,2016,Arden Wells,LA,1481,1932481,482380,0.1%,0
501,2016,Arn Menconi,CO,31679,2534471,1246357,1.2%,0
502,2016,Basil Dalack,FL,22134,9270422,4822182,0.2%,0
503,2016,Beryl Billiot,LA,19340,1932481,482380,1.0%,0
504,2016,Bill Barron,UT,22406,970511,659769,2.3%,0
505,2016,Bill Bledsoe,SC,37124,2029830,1228844,1.8%,0
506,2016,Bill Hammons,CO,8408,2534471,1246357,0.3%,0
507,2016,Bob Lang,LA,1424,1932481,482380,0.1%,0
508,2016,Breck Craig,AK,2027,251644,111382,0.8%,0
509,2016,Brian Chabot,NH,12988,738483,354268,1.8%,0
510,2016,Brian Schatz,HI,306543,415065,306543,73.9%,1
511,2016,Bruce Nathan,FL,52274,9270422,4822182,0.6%,0
512,2016,Caroline Fayard,LA,240748,1932481,482380,12.5%,0
513,2016,Catherine Cortez Masto,NV,520658,1106020,520658,47.1%,1
514,2016,Charles Aldrich,IA,41609,1533850,923280,2.7%,0
515,2016,Charles Boustany,LA,297744,1932481,482380,15.4%,0
516,2016,Charles Grassley,IA,923280,1533850,923280,60.2%,1
517,2016,Charles Marsala,LA,3683,1932481,482380,0.2%,0
518,2016,Charles Schumer,NY,4788374,6799540,4788374,70.4%,1
519,2016,Chris Van Hollen,MD,1488845,2466499,1488845,60.4%,1
520,2016,Chris Vance,WA,1220755,2986088,1765333,40.9%,0
521,2016,Conner Eldridge,AR,397970,1099546,657856,36.2%,0
522,2016,Cris Ericson,VT,9140,312897,191855,2.9%,0
523,2016,Dan Carter,CT,546489,1567124,986291,34.9%,0
524,2016,Dan Chapin,CO,7471,2534471,1246357,0.3%,0
525,2016,Darryl Glenn,CO,1149326,2534471,1246357,45.3%,0
526,2016,David Duke,LA,58581,1932481,482380,3.0%,0
527,2016,Deborah Ross,NC,2102666,4639177,2371192,45.3%,0
528,2016,Derrick Edwards,LA,51724,1932481,482380,2.7%,0
529,2016,Donald Crawford,LA,25503,1932481,482380,1.3%,0
530,2016,Edward Clifford,PA,230562,5918063,2893833,3.9%,0
531,2016,Eliot Glassheim,ND,57976,341122,267964,17.0%,0
532,2016,Eric Navickas,OR,43905,1831498,1038632,2.4%,0
533,2016,Evan Bayh,IN,1157799,2730165,1423001,42.4%,0
534,2016,Foster Campbell,LA,337682,1932481,482380,17.5%,0
535,2016,Frank Gilbert,AR,43720,1099546,657856,4.0%,0
536,2016,Fred Ryman,MO,25194,2776136,1370240,0.9%,0
537,2016,Gary Landrieu,LA,45520,1932481,482380,2.4%,0
538,2016,Gary Swing,AZ,112151,2041017,1089324,5.5%,0
539,2016,Gregory Taylor,LA,1150,1932481,482380,0.1%,0
540,2016,James Germalic,ND,4661,341122,267964,1.4%,0
541,2016,James Lankford,OK,979728,1446141,979728,67.7%,1
542,2016,Jarrod Williams,NV,6864,1106020,520658,0.6%,0
543,2016,Jason Kander,MO,1283222,2776136,1370240,46.2%,0
544,2016,Jay Williams,SD,104125,369619,265494,28.2%,0
545,2016,Jeffery Russell,CT,16437,1567124,986291,1.0%,0
546,2016,Jerry Moran,KS,716661,1148761,716661,62.4%,1
547,2016,Jerry Sturgill,ID,188104,677091,447342,27.8%,0
548,2016,Jerry Trudell,VT,5403,312897,191855,1.7%,0
549,2016,Jim Barksdale,GA,1565006,3835657,2110737,40.8%,0
550,2016,Jim Gray,KY,813222,1903373,1090151,42.7%,0
551,2016,Jim Hennager,IA,17571,1533850,923280,1.1%,0
552,2016,Jim Lindsay,OR,21690,1831498,1038632,1.2%,0
553,2016,Joe Heck,NV,494427,1106020,520658,44.7%,0
554,2016,Joe Miller,AK,74245,251644,111382,29.5%,0
555,2016,John Boozman,AR,657856,1099546,657856,59.8%,1
556,2016,John Carroll,HI,92620,415065,306543,22.3%,0
557,2016,John Fleming,LA,203959,1932481,482380,10.6%,0
558,2016,John Hoeven,ND,267964,341122,267964,78.6%,1
559,2016,John Kennedy,LA,482380,1932481,482380,25.0%,1
560,2016,John McCain,AZ,1089324,2041017,1089324,53.4%,1
561,2016,John Thune,SD,265494,369619,265494,71.8%,1
562,2016,Johnathan McFarland,MO,30413,2776136,1370240,1.1%,0
563,2016,Johnny Isakson,GA,2110737,3835657,2110737,55.0%,1
564,2016,Jonathan Dine,MO,67067,2776136,1370240,2.4%,0
565,2016,Joseph Cao,LA,21011,1932481,482380,1.1%,0
566,2016,Joseph DeMare,OH,84521,5227520,3048467,1.6%,0
567,2016,Joshua Pellerin,LA,7386,1932481,482380,0.4%,0
568,2016,Joy Allison,HI,9096,415065,306543,2.2%,0
569,2016,Kaitlin Marone,LA,4102,1932481,482380,0.2%,0
570,2016,Kamala Harris,CA,6495907,10414393,6495907,62.4%,1
571,2016,Kathy Szeliga,MD,898902,2466499,1488845,36.4%,0
572,2016,Katie McGinty,PA,2793668,5918063,2893833,47.2%,0
573,2016,Kelly Ayotte,NH,353525,738483,354268,47.9%,0
574,2016,Kenton McMillen,IL,172068,5344495,2908363,3.2%,0
575,2016,Le Roy Gillam,LA,4063,1932481,482380,0.2%,0
576,2016,Lily Williams,CO,88492,2534471,1246357,3.5%,0
577,2016,Lisa Murkowski,AK,111382,251644,111382,44.3%,1
578,2016,Loretta Sanchez,CA,3918486,10414393,6495907,37.6%,0
579,2016,Lucy Brenton,IN,149365,2730165,1423001,5.5%,0
580,2016,Maggie Hassan,NH,354268,738483,354268,48.0%,1
581,2016,Marco Rubio,FL,4822182,9270422,4822182,52.0%,1
582,2016,Margaret Flowers,MD,78752,2466499,1488845,3.2%,0
583,2016,Margaret Stock,AK,34579,251644,111382,13.7%,0
584,2016,Mark Beard,OK,27357,1446141,979728,1.9%,0
585,2016,Mark Callahan,OR,616203,1831498,1038632,33.6%,0
586,2016,Mark Kirk,IL,2150099,5344495,2908363,40.2%,0
587,2016,Michael Bennet,CO,1246357,2534471,1246357,49.2%,1
588,2016,Michael Kokoski,HI,6806,415065,306543,1.6%,0
589,2016,Michael Luick-Thrams,IA,4416,1533850,923280,0.3%,0
590,2016,Mike Crapo,ID,447342,677091,447342,66.1%,1
591,2016,Mike Lee,UT,659769,970511,659769,68.0%,1
592,2016,Mike Workman,OK,355389,1446141,979728,24.6%,0
593,2016,Misty Snow,UT,265674,970511,659769,27.4%,0
594,2016,None of these candidates,NV,42085,1106020,520658,3.8%,0
595,2016,Pat Toomey,PA,2893833,5918063,2893833,48.9%,1
596,2016,Patrick Leahy,VT,191855,312897,191855,61.3%,1
597,2016,Patrick Murphy,FL,4105251,9270422,4822182,44.3%,0
598,2016,Patrick Wiesner,KS,368672,1148761,716661,32.1%,0
599,2016,Patty Judge,IA,546974,1533850,923280,35.7%,0
600,2016,Patty Murray,WA,1765333,2986088,1765333,59.1%,1
601,2016,Paul Fiorino,CO,2738,2534471,1246357,0.1%,0
602,2016,Paul Stanton,FL,196188,9270422,4822182,2.1%,0
603,2016,Pete Diamondstone,VT,3233,312897,191855,1.0%,0
604,2016,Peter Williams,LA,6844,1932481,482380,0.4%,0
605,2016,Phil Anderson,WI,87392,2944484,1478170,3.0%,0
606,2016,Rand Paul,KY,1090151,1903373,1090151,57.3%,1
607,2016,Ray Metcalfe,AK,28026,251644,111382,11.1%,0
608,2016,Ray Writz,ID,41645,677091,447342,6.2%,0
609,2016,Rebel Michael Scarborough,SC,11861,2029830,1228844,0.6%,0
610,2016,Richard Blumenthal,CT,986291,1567124,986291,62.9%,1
611,2016,Richard Burr,NC,2371192,4639177,2371192,51.1%,1
612,2016,Richard Lion,CT,17907,1567124,986291,1.1%,0
613,2016,Richard Shelby,AL,1323184,2060726,1323184,64.2%,1
614,2016,Rob Maness,LA,90812,1932481,482380,4.7%,0
615,2016,Rob Portman,OH,3048467,5227520,3048467,58.3%,1
616,2016,Robert Garrard,KS,63428,1148761,716661,5.5%,0
617,2016,Robert Marquette,ND,10521,341122,267964,3.1%,0
618,2016,Robert Murphy,OK,43345,1446141,979728,3.0%,0
619,2016,Robin Wilson,NY,102238,6799540,4788374,1.5%,0
620,2016,Ron Crumpton,AL,737542,2060726,1323184,35.8%,0
621,2016,Ron Johnson,WI,1478170,2944484,1478170,50.2%,1
622,2016,Ron Wyden,OR,1038632,1831498,1038632,56.7%,1
623,2016,Roy Blunt,MO,1370240,2776136,1370240,49.4%,1
624,2016,Russ Feingold,WI,1378922,2944484,1478170,46.8%,0
625,2016,Scott Milne,VT,103266,312897,191855,33.0%,0
626,2016,Scott Rupert,OH,74682,5227520,3048467,1.4%,0
627,2016,Scott Summers,IL,113965,5344495,2908363,2.1%,0
628,2016,Sean Braddy,OK,40322,1446141,979728,2.8%,0
629,2016,Sean Haugh,NC,165319,4639177,2371192,3.6%,0
630,2016,Shanti Lewallen,OR,56153,1831498,1038632,3.1%,0
631,2016,Steven Machat,FL,26789,9270422,4822182,0.3%,0
632,2016,Steven Reynolds,OR,54915,1831498,1038632,3.0%,0
633,2016,Stoney Fonua,UT,22662,970511,659769,2.3%,0
634,2016,Tammy Duckworth,IL,2908363,5344495,2908363,54.4%,1
635,2016,Ted Gianoutsos,AK,1385,251644,111382,0.6%,0
636,2016,Ted Strickland,OH,1929873,5227520,3048467,36.9%,0
637,2016,Thomas Clements,LA,11363,1932481,482380,0.6%,0
638,2016,Thomas Dixon,SC,752001,2029830,1228844,37.0%,0
639,2016,Tim Scott,SC,1228844,2029830,1228844,60.5%,1
640,2016,Todd Young,IN,1423001,2730165,1423001,52.1%,1
641,2016,Tom Connors,OH,89977,5227520,3048467,1.7%,0
642,2016,Tom Jones,NV,17104,1106020,520658,1.5%,0
643,2016,Tom Sawyer,NV,14163,1106020,520658,1.3%,0
644,2016,Tony Gumina,NV,10719,1106020,520658,1.0%,0
645,2016,Tony Khoury,FL,45604,9270422,4822182,0.5%,0
646,2016,Troy Hebert,LA,9484,1932481,482380,0.5%,0
647,2016,Vinny Mendoza,LA,4923,1932481,482380,0.3%,0
648,2016,Wendy Long,NY,1865072,6799540,4788374,27.4%,0
